setting,reasoning,persona,response_status,incomplete_reason,prompt_tokens,reasoning_tokens,actual_output_tokens,total_tokens,response_text_len
raw,medium,pid_14,completed,,35886,3956,3096,42938,10548
raw,medium,pid_15,completed,,35836,2944,3091,41871,10596
raw,medium,pid_16,completed,,35827,3581,3095,42503,10591
raw,medium,pid_17,completed,,35610,3028,3063,41701,10544
raw,medium,pid_18,completed,,35772,4142,3061,42975,10531
raw,medium,pid_19,completed,,35826,4930,3108,43864,10677
raw,medium,pid_20,completed,,35722,3944,3062,42728,10552
raw,high,pid_1,completed,,35588,11912,3060,50560,10550
raw,high,pid_2,completed,,36037,11326,3083,50446,10550
raw,high,pid_3,completed,,35623,13367,3071,52061,10562
raw,high,pid_4,completed,,35712,15951,3079,54742,10531
raw,high,pid_5,completed,,35854,13912,3032,52798,10364
raw,high,pid_6,completed,,36093,16246,3056,55395,10512
raw,high,pid_7,completed,,35866,10876,3074,49816,10573
raw,high,pid_8,completed,,35863,19332,3071,58266,10563
raw,high,pid_9,completed,,36020,17184,3052,56256,10363
raw,high,pid_10,completed,,35910,10876,3066,49852,10550
raw,high,pid_11,completed,,35702,13697,3080,52479,10604
raw,high,pid_12,completed,,35729,14213,3084,53026,10565
raw,high,pid_13,completed,,35847,10521,3086,49454,10574
raw,high,pid_14,completed,,35886,14799,3096,53781,10590
raw,high,pid_15,completed,,35836,14876,3091,53803,10573
raw,high,pid_16,completed,,35827,15020,3045,53892,10339
raw,high,pid_17,completed,,35610,11735,3056,50401,10493
raw,high,pid_18,completed,,35772,21113,3062,59947,10521
raw,high,pid_19,completed,,35826,14154,3102,53082,10615
raw,high,pid_20,completed,,35722,13584,3051,52357,10495
raw_start_v1,none,pid_1,completed,,38257,0,3072,41329,10565
raw_start_v1,none,pid_2,completed,,39200,0,3131,42331,10702
raw_start_v1,none,pid_3,completed,,38744,0,3073,41817,10585
raw_start_v1,none,pid_4,completed,,37969,0,3106,41075,10663
raw_start_v1,none,pid_5,completed,,38225,0,3060,41285,10542
raw_start_v1,none,pid_6,completed,,38074,0,3058,41132,10504
raw_start_v1,none,pid_7,completed,,39763,0,3085,42848,10639
raw_start_v1,none,pid_8,completed,,39090,0,3070,42160,10583
raw_start_v1,none,pid_9,completed,,39464,0,3100,42564,10610
raw_start_v1,none,pid_10,completed,,39672,0,3080,42752,10617
raw_start_v1,none,pid_11,completed,,37953,0,3067,41020,10546
raw_start_v1,none,pid_12,completed,,38561,0,3095,41656,10587
raw_start_v1,none,pid_13,completed,,38596,0,3088,41684,10583
raw_start_v1,none,pid_14,completed,,38945,0,3081,42026,10534
raw_start_v1,none,pid_15,completed,,39681,0,3097,42778,10599
raw_start_v1,none,pid_16,completed,,38250,0,3086,41336,10545
raw_start_v1,none,pid_17,completed,,38243,0,3053,41296,10481
raw_start_v1,none,pid_18,completed,,37692,0,3053,40745,10521
raw_start_v1,none,pid_19,completed,,38052,0,3091,41143,10585
raw_start_v1,none,pid_20,completed,,38261,0,3068,41329,10580
raw_start_v1,low,pid_1,completed,,38257,535,3067,41859,10539
raw_start_v1,low,pid_2,completed,,39200,49,3085,42334,10549
raw_start_v1,low,pid_3,completed,,38744,676,3079,42499,10605
raw_start_v1,low,pid_4,completed,,37969,34,3109,41112,10656
raw_start_v1,low,pid_5,completed,,38225,661,3051,41937,10498
raw_start_v1,low,pid_6,completed,,38074,29,3059,41162,10511
raw_start_v1,low,pid_7,completed,,39763,516,3056,43335,10518
raw_start_v1,low,pid_8,completed,,39090,26,3066,42182,10554
raw_start_v1,low,pid_9,completed,,39464,752,3085,43301,10569
raw_start_v1,low,pid_10,completed,,39672,461,3086,43219,10636
raw_start_v1,low,pid_11,completed,,37953,25,3076,41054,10585
raw_start_v1,low,pid_12,completed,,38561,162,3073,41796,10500
raw_start_v1,low,pid_13,completed,,38596,553,3098,42247,10607
raw_start_v1,low,pid_14,completed,,38945,581,3082,42608,10547
raw_start_v1,low,pid_15,completed,,39681,493,3098,43272,10610
raw_start_v1,low,pid_16,completed,,38250,782,3139,42171,10718
raw_start_v1,low,pid_17,completed,,38243,448,3079,41770,10612
raw_start_v1,low,pid_18,completed,,37692,516,3063,41271,10541
raw_start_v1,low,pid_19,completed,,38052,658,3100,41810,10615
raw_start_v1,low,pid_20,completed,,38261,627,3071,41959,10572
raw_start_v1,medium,pid_1,completed,,38257,5899,3066,47222,10535
raw_start_v1,medium,pid_2,completed,,39200,5623,3089,47912,10578
raw_start_v1,medium,pid_3,completed,,38744,3418,3075,45237,10598
raw_start_v1,medium,pid_4,completed,,37969,3624,3078,44671,10534
raw_start_v1,medium,pid_5,completed,,38225,2556,3060,43841,10548
raw_start_v1,medium,pid_6,completed,,38074,4099,3065,45238,10532
raw_start_v1,medium,pid_7,completed,,39763,4943,3071,47777,10576
raw_start_v1,medium,pid_8,completed,,39090,4972,3066,47128,10546
raw_start_v1,medium,pid_9,completed,,39464,4142,3090,46696,10578
raw_start_v1,medium,pid_10,completed,,39672,4936,3065,47673,10553
raw_start_v1,medium,pid_11,completed,,37953,6846,3088,47887,10623
raw_start_v1,medium,pid_12,completed,,38561,3074,3088,44723,10572
raw_start_v1,medium,pid_13,completed,,38596,3810,3060,45466,10499
raw_start_v1,medium,pid_14,completed,,38945,6214,3114,48273,10663
raw_start_v1,medium,pid_15,completed,,39681,3052,3088,45821,10573
raw_start_v1,medium,pid_16,completed,,38250,2757,3110,44117,10701
raw_start_v1,medium,pid_17,completed,,38243,4581,3079,45903,10613
raw_start_v1,medium,pid_18,completed,,37692,3801,3060,44553,10525
raw_start_v1,medium,pid_19,completed,,38052,3624,3109,44785,10690
raw_start_v1,medium,pid_20,completed,,38261,3624,3066,44951,10557
raw_start_v1,high,pid_1,completed,,38257,14460,3063,55780,10544
raw_start_v1,high,pid_2,completed,,39200,12841,3098,55139,10611
raw_start_v1,high,pid_3,completed,,38744,16174,3072,57990,10588
raw_start_v1,high,pid_4,completed,,37969,18067,3100,59136,10608
raw_start_v1,high,pid_5,completed,,38225,16574,3059,57858,10524
raw_start_v1,high,pid_6,completed,,38074,10229,3069,51372,10550
raw_start_v1,high,pid_7,completed,,39763,13466,3083,56312,10642
raw_start_v1,high,pid_8,completed,,39090,16993,3068,59151,10524
raw_start_v1,high,pid_9,completed,,39464,13984,3060,56508,10391
raw_start_v1,high,pid_10,completed,,39672,15020,3055,57747,10498
raw_start_v1,high,pid_11,completed,,37953,16296,3080,57329,10613
raw_start_v1,high,pid_12,completed,,38561,16011,3101,57673,10640
raw_start_v1,high,pid_13,completed,,38596,21236,3100,62932,10619
raw_start_v1,high,pid_14,completed,,38945,9553,3098,51596,10597
raw_start_v1,high,pid_15,completed,,39681,13761,3090,56532,10577
raw_start_v1,high,pid_16,completed,,38250,15317,3079,56646,10534
raw_start_v1,high,pid_17,completed,,38243,16034,3070,57347,10560
raw_start_v1,high,pid_18,completed,,37692,13984,3057,54733,10512
raw_start_v1,high,pid_19,completed,,38052,14217,3075,55344,10502
raw_start_v1,high,pid_20,completed,,38261,13896,3068,55225,10557
raw_start_v2,none,pid_1,completed,,37597,0,3074,40671,10563
raw_start_v2,none,pid_2,completed,,40061,0,3097,43158,10600
raw_start_v2,none,pid_3,completed,,37499,0,3079,40578,10609
raw_start_v2,none,pid_4,completed,,37206,0,3102,40308,10636
raw_start_v2,none,pid_5,completed,,37268,0,3060,40328,10534
raw_start_v2,none,pid_6,completed,,37488,0,3061,40549,10538
raw_start_v2,none,pid_7,completed,,37305,0,3065,40370,10567
raw_start_v2,none,pid_8,completed,,37237,0,3065,40302,10566
raw_start_v2,none,pid_9,completed,,37383,0,3097,40480,10600
raw_start_v2,none,pid_10,completed,,37643,0,3101,40744,10675
raw_start_v2,none,pid_11,completed,,37168,0,3083,40251,10614
raw_start_v2,none,pid_12,completed,,37161,0,3084,40245,10556
raw_start_v2,none,pid_13,completed,,37560,0,2696,40256,9411
raw_start_v2,none,pid_14,completed,,37232,0,3099,40331,10609
raw_start_v2,none,pid_15,completed,,37484,0,3095,40579,10597
raw_start_v2,none,pid_16,completed,,37426,0,3082,40508,10553
raw_start_v2,none,pid_17,completed,,37040,0,3061,40101,10556
raw_start_v2,none,pid_18,completed,,37117,0,3073,40190,10582
raw_start_v2,none,pid_19,completed,,37415,0,3079,40494,10523
raw_start_v2,none,pid_20,completed,,36897,0,3067,39964,10551
raw_start_v2,low,pid_1,completed,,37597,413,3067,41077,10542
raw_start_v2,low,pid_2,completed,,40061,445,3115,43621,10700
raw_start_v2,low,pid_3,completed,,37499,513,3077,41089,10598
raw_start_v2,low,pid_4,completed,,37206,606,3086,40898,10559
raw_start_v2,low,pid_5,completed,,37268,21,3065,40354,10558
raw_start_v2,low,pid_6,completed,,37488,915,3082,41485,10606
raw_start_v2,low,pid_7,completed,,37305,38,3079,40422,10605
raw_start_v2,low,pid_8,completed,,37237,60,3071,40368,10581
raw_start_v2,low,pid_9,completed,,37383,612,3094,41089,10591
raw_start_v2,low,pid_10,completed,,37643,35,3081,40759,10605
raw_start_v2,low,pid_11,completed,,37168,37,3073,40278,10551
raw_start_v2,low,pid_12,completed,,37161,36,3087,40284,10556
raw_start_v2,low,pid_13,completed,,37560,498,3094,41152,10588
raw_start_v2,low,pid_14,completed,,37232,597,3093,40922,10581
raw_start_v2,low,pid_15,completed,,37484,42,3110,40636,10691
raw_start_v2,low,pid_16,completed,,37426,120,3084,40630,10566
raw_start_v2,low,pid_17,completed,,37040,568,3059,40667,10525
raw_start_v2,low,pid_18,completed,,37117,483,3059,40659,10533
